subject,trial,movie,frame_start_ms,start_time_ms,end_time_ms,ms_video,calc_frame,duration_ms,x_px,y_px
e159052,0,,2283449.0,2283419,2283685,-30.0,-1.0,267,629.8,361.0
e159052,0,,2283449.0,2283721,2283945,272.0,17.0,225,492.9,500.6
e159052,0,,2283449.0,2283995,2284209,546.0,33.0,215,783.0,429.8
e159052,0,,2283449.0,2284238,2284592,789.0,48.0,355,897.2,400.5
e159052,0,,2283449.0,2284650,2284898,1201.0,72.0,249,435.9,507.9
e159052,0,,2283449.0,2284921,2285181,1472.0,89.0,261,392.2,475.0
e159052,0,,2283449.0,2285208,2285346,1759.0,106.0,139,449.6,432.4
e159052,0,,2283449.0,2285370,2286028,1921.0,116.0,659,379.3,384.9
e159052,0,,2283449.0,2286061,2286455,2612.0,157.0,395,508.5,430.6
e159052,0,,2283449.0,2286486,2286671,3037.0,183.0,186,404.4,450.3
e159052,0,,2283449.0,2286713,2286908,3264.0,196.0,196,669.0,411.6
e159052,0,,2283449.0,2286952,2287118,3503.0,210.0,167,933.3,383.8
e159052,0,,2283449.0,2287285,2287401,3836.0,230.0,117,1010.9,400.4
e159052,0,,2283449.0,2287414,2287603,3965.0,238.0,190,1031.2,416.1
e159052,0,,2283449.0,2287635,2287815,4186.0,251.0,181,1190.8,459.1
e159052,0,,2283449.0,2287839,2288221,4390.0,264.0,383,1235.9,393.6
e159052,0,,2283449.0,2288235,2288397,4786.0,287.0,163,1257.6,400.1
e159052,0,,2283449.0,2288584,2288626,5135.0,308.0,43,1156.2,453.1
e159052,0,,2283449.0,2288664,2288817,5215.0,313.0,154,967.5,510.1
e159052,0,,2283449.0,2288857,2288995,5408.0,325.0,139,896.0,363.0
e159052,0,,2283449.0,2289010,2289175,5561.0,334.0,166,907.9,342.3
e159052,0,,2283449.0,2289218,2289518,5769.0,346.0,301,828.2,594.2
e159052,0,,2283449.0,2289530,2289725,6081.0,365.0,196,820.7,608.6
e159052,0,,2283449.0,2289738,2289983,6289.0,377.0,246,844.1,623.3
